"LAKE_HISTORY_ID","LAKE_WATERBODY_NAME","LOCATION_HISTORY_ID","LOCATION_NAME","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","SAMPLE_DATE","INFORMATION_TYPE","RSLT_PROFILE_DEPTH","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"CHLOROPHYLL A",0.938,"ug/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"IRON",30,"ug/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"PHOSPHORUS, TOTAL",0.0208,"mg/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"CARBON, TOTAL ORGANIC",4.3,"mg/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"CHLORIDE",26.7,"mg/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"CALCIUM",36.2,"mg/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"PH FOR COLOR ANALYSIS",8.11,"pH units"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"PHOSPHORUS, DISSOLVED",0.0099,"mg/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"MANGANESE",9.7,"ug/L"
"0703ONE0026","ONEIDA LAKE","0703ONE0026_3MILE","Oneida Lake Three Mile Bay",-76.0448720120602,43.2212388609007,2019-06-20,"Integrated Surfaces Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",85.2,"mg/L"
